날짜,팀,상대팀,구장,상태,득점,실점,선발투수,이닝,투구수,피안타,사사구,자책점
2026-05-23,키움,LG,원정,종료,2,5,배동현,4,69,8,0,4
2026-05-23,한화,두산,홈,종료,5,2,화이트,5,93,5,0,1
2026-05-24,KIA,SSG,홈,종료,3,2,올러,6,80,1,0,0
2026-05-24,KT,NC,홈,종료,5,8,배제성,3,55,4,2,4
2026-05-24,LG,키움,홈,종료,6,4,송승기,3 ⅓,82,7,1,4
2026-05-24,NC,KT,원정,종료,8,5,라일리,5,109,7,1,2
2026-05-24,SSG,KIA,원정,종료,2,3,타케다,6,82,4,1,3
2026-05-24,두산,한화,원정,종료,2,5,최승용,4,65,6,1,5
2026-05-24,롯데,삼성,홈,종료,0,10,로드리게스,1,25,2,0,2
2026-05-24,삼성,롯데,원정,종료,10,0,양창섭,9,102,1,0,0
2026-05-24,키움,LG,원정,종료,4,6,박준현,5 ⅔,96,4,3,3
2026-05-24,한화,두산,홈,종료,5,2,류현진,6 ⅔,104,6,0,2
2026-05-26,KIA,키움,원정,종료,5,2,김태형,6,81,0,2,0
2026-05-26,KT,두산,원정,종료,6,0,보쉴리,7,85,3,0,0
2026-05-26,LG,롯데,원정,종료,2,1,톨허스트,6 ⅓,91,5,3,1
2026-05-26,NC,한화,홈,우천취소,-,-,-,-,-,-,-,-
2026-05-26,SSG,삼성,홈,우천취소,-,-,-,-,-,-,-,-
2026-05-26,두산,KT,홈,종료,0,6,최민석,5,96,8,1,5
2026-05-26,롯데,LG,홈,종료,1,2,비슬리,6,93,2,0,1
2026-05-26,삼성,SSG,원정,우천취소,-,-,-,-,-,-,-,-
2026-05-26,키움,KIA,홈,종료,2,5,안우진,4,61,1,2,0
2026-05-26,한화,NC,원정,우천취소,-,-,-,-,-,-,-,-
2026-05-27,KIA,키움,원정,종료,9,2,네일,7,94,6,0,1
2026-05-27,KT,두산,원정,종료,0,5,오원석,4,92,9,0,4
2026-05-27,LG,롯데,원정,종료,8,6,치리노스,3 ⅔,67,8,1,6
2026-05-27,NC,한화,홈,종료,6,4,토다,6,96,7,2,2
2026-05-27,SSG,삼성,홈,종료,1,4,베니지아노,4 ⅔,101,6,3,2
2026-05-27,두산,KT,홈,종료,5,0,벤자민,7,98,2,2,0
2026-05-27,롯데,LG,홈,종료,6,8,나균안,6 ⅓,102,9,3,7
2026-05-27,삼성,SSG,원정,종료,4,1,후라도,7,91,5,1,0
2026-05-27,키움,KIA,홈,종료,2,9,알칸타라,7 ⅓,85,5,0,5
2026-05-27,한화,NC,원정,종료,4,6,박준영,5 ⅔,86,5,0,3
2026-05-28,KIA,키움,원정,종료,5,0,황동하,6,78,4,1,0
2026-05-28,KT,두산,원정,종료,11,3,고영표,6,95,8,2,2
2026-05-28,LG,롯데,원정,종료,5,8,이정용,2 ⅔,65,8,1,5
2026-05-28,NC,한화,홈,종료,7,18,김태경,6,83,3,1,2
2026-05-28,SSG,삼성,홈,종료,1,10,긴지로,4,82,4,2,4
2026-05-28,두산,KT,홈,종료,3,11,곽빈,6,106,4,2,1
2026-05-28,롯데,LG,홈,종료,8,5,김진욱,5 ⅔,96,5,0,4
2026-05-28,삼성,SSG,원정,종료,10,1,최원태,7,96,2,3,0
2026-05-28,키움,KIA,홈,종료,0,5,로젠버그,5,89,9,0,3
2026-05-28,한화,NC,원정,종료,18,7,왕옌청,2,62,4,2,4
2026-05-29,KIA,LG,원정,종료,2,12,이의리,2,57,4,4,6
2026-05-29,KT,키움,원정,종료,7,1,사우어,7,102,4,5,1
2026-05-29,LG,KIA,홈,종료,12,2,웰스,6,75,1,2,0
2026-05-29,NC,롯데,홈,종료,2,6,구창모,8,101,2,1,1
2026-05-29,SSG,한화,원정,종료,3,4,최민준,5,66,4,0,2
2026-05-29,두산,삼성,원정,종료,9,7,잭로그,5,91,9,1,5
2026-05-29,롯데,NC,원정,종료,6,2,박세웅,6,99,4,1,0
2026-05-29,삼성,두산,홈,종료,7,9,원태인,6,110,5,3,3
2026-05-29,키움,KT,홈,종료,1,7,배동현,6,91,6,1,1
2026-05-29,한화,SSG,홈,종료,4,3,화이트,7,88,4,2,3
2026-05-30,KIA,LG,원정,종료,1,3,올러,6,94,5,3,3
2026-05-30,KT,키움,원정,종료,8,7,문용익,2 ⅔,66,4,4,4
2026-05-30,LG,KIA,홈,종료,3,1,송승기,5 ⅓,91,4,0,0
2026-05-30,NC,롯데,홈,종료,6,2,라일리,5,101,7,1,2
2026-05-30,SSG,한화,원정,종료,10,13,김건우,2 ⅓,71,7,3,7
2026-05-30,두산,삼성,원정,종료,8,7,최승용,4,84,7,2,5
2026-05-30,롯데,NC,원정,종료,2,6,이민석,4 ⅔,75,3,1,2
2026-05-30,삼성,두산,홈,종료,7,8,오러클린,5,99,7,2,4
2026-05-30,키움,KT,홈,종료,7,8,박정훈,2 ⅓,72,5,4,5
2026-05-30,한화,SSG,홈,종료,13,10,류현진,5,84,5,1,1
2026-05-31,KIA,LG,원정,종료,3,5,양현종,4 ⅔,94,5,4,3
2026-05-31,KT,키움,원정,종료,5,1,보쉴리,6,88,3,0,0
2026-05-31,LG,KIA,홈,종료,5,3,톨허스트,6,90,5,0,1
2026-05-31,NC,롯데,홈,종료,8,2,테일러,6,96,5,1,2
2026-05-31,SSG,한화,원정,종료,2,6,타케다,5,78,7,1,2
2026-05-31,두산,삼성,원정,종료,4,9,최민석,4,92,5,4,4
2026-05-31,롯데,NC,원정,종료,2,8,비슬리,4 ⅔,95,9,2,7
2026-05-31,삼성,두산,홈,종료,9,4,양창섭,6,84,4,1,2
2026-05-31,키움,KT,홈,종료,1,5,박준현,4,95,6,2,4
2026-05-31,한화,SSG,홈,종료,6,2,에르난데스,6,100,4,4,2
2026-06-02,KIA,롯데,홈,종료,5,4,네일,6,89,3,2,0
2026-06-02,KT,LG,홈,종료,1,10,한차현,5,82,10,2,6
2026-06-02,LG,KT,원정,종료,10,1,임찬규,6,86,4,3,0
2026-06-02,NC,삼성,원정,종료,7,8,토다,4 ⅔,103,6,3,3
2026-06-02,SSG,키움,홈,종료,6,12,베니지아노,6 ⅓,100,6,2,5
2026-06-02,두산,한화,홈,종료,5,3,벤자민,6 ⅓,97,2,1,0
2026-06-02,롯데,KIA,원정,종료,4,5,나균안,6 ⅓,98,5,2,3
2026-06-02,삼성,NC,홈,종료,8,7,후라도,5 ⅓,91,9,2,5
2026-06-02,키움,SSG,원정,종료,12,6,알칸타라,7,98,8,1,3
2026-06-02,한화,두산,원정,종료,3,5,박준영,3,56,4,1,3
2026-06-03,KIA,롯데,홈,종료,3,8,황동하,3,69,6,3,4
2026-06-03,KT,LG,홈,종료,7,6,고영표,7,101,6,1,2
2026-06-03,LG,KT,원정,종료,6,7,이정용,5,89,9,3,6
2026-06-03,NC,삼성,원정,종료,6,4,김태경,3,54,5,2,4
2026-06-03,SSG,키움,홈,종료,5,4,백승건,1,32,1,4,2
2026-06-03,두산,한화,홈,종료,3,3,박신지,3,50,4,0,1
2026-06-03,롯데,KIA,원정,종료,8,3,김진욱,6,93,6,1,3
2026-06-03,삼성,NC,홈,종료,4,6,최원태,5 ⅓,94,8,0,3
2026-06-03,키움,SSG,원정,종료,4,5,로젠버그,5 ⅔,92,4,2,2
2026-06-03,한화,두산,원정,종료,3,3,왕옌청,5,92,7,0,1
2026-06-04,KIA,롯데,홈,종료,10,0,시라카와,5,85,4,2,0
2026-06-04,KT,LG,홈,종료,5,7,사우어,6 ⅓,96,8,0,4
2026-06-04,LG,KT,원정,종료,7,5,웰스,5,79,7,0,2
2026-06-04,NC,삼성,원정,종료,6,3,구창모,6,111,5,4,3
2026-06-04,SSG,키움,홈,종료,7,6,최민준,3 ⅓,66,5,3,6
2026-06-04,두산,한화,홈,종료,3,1,잭로그,4,60,2,1,0
2026-06-04,롯데,KIA,원정,종료,0,10,박세웅,4,98,7,3,7
2026-06-04,삼성,NC,홈,종료,3,6,원태인,6,98,11,0,3
2026-06-04,키움,SSG,원정,종료,6,7,배동현,4 ⅓,91,8,3,7
2026-06-04,한화,두산,원정,종료,1,3,화이트,6,88,5,1,2
2026-06-05,KIA,삼성,홈,예정,-,-,올러,-,-,-,-,-
2026-06-05,KT,SSG,원정,예정,-,-,문용익,-,-,-,-,-
2026-06-05,LG,NC,원정,예정,-,-,김윤식,-,-,-,-,-
2026-06-05,NC,LG,홈,예정,-,-,라일리,-,-,-,-,-
2026-06-05,SSG,KT,홈,예정,-,-,김건우,-,-,-,-,-
2026-06-05,두산,키움,홈,예정,-,-,최승용,-,-,-,-,-
2026-06-05,롯데,한화,홈,예정,-,-,로드리게스,-,-,-,-,-
2026-06-05,삼성,KIA,원정,예정,-,-,오러클린,-,-,-,-,-
2026-06-05,키움,두산,원정,예정,-,-,하영민,-,-,-,-,-
2026-06-05,한화,롯데,원정,예정,-,-,류현진,-,-,-,-,-
2026-06-06,KIA,삼성,홈,예정,-,-,-,-,-,-,-,-
2026-06-06,KT,SSG,원정,예정,-,-,-,-,-,-,-,-
2026-06-06,LG,NC,원정,예정,-,-,-,-,-,-,-,-
2026-06-06,NC,LG,홈,예정,-,-,-,-,-,-,-,-
2026-06-06,SSG,KT,홈,예정,-,-,-,-,-,-,-,-
2026-06-06,두산,키움,홈,예정,-,-,-,-,-,-,-,-
2026-06-06,롯데,한화,홈,예정,-,-,-,-,-,-,-,-
2026-06-06,삼성,KIA,원정,예정,-,-,-,-,-,-,-,-
2026-06-06,키움,두산,원정,예정,-,-,-,-,-,-,-,-
2026-06-06,한화,롯데,원정,예정,-,-,-,-,-,-,-,-
2026-06-07,KIA,삼성,홈,예정,-,-,-,-,-,-,-,-
2026-06-07,KT,SSG,원정,예정,-,-,-,-,-,-,-,-
2026-06-07,LG,NC,원정,예정,-,-,-,-,-,-,-,-
2026-06-07,NC,LG,홈,예정,-,-,-,-,-,-,-,-
2026-06-07,SSG,KT,홈,예정,-,-,-,-,-,-,-,-
2026-06-07,두산,키움,홈,예정,-,-,-,-,-,-,-,-
2026-06-07,롯데,한화,홈,예정,-,-,-,-,-,-,-,-
2026-06-07,삼성,KIA,원정,예정,-,-,-,-,-,-,-,-
2026-06-07,키움,두산,원정,예정,-,-,-,-,-,-,-,-
2026-06-07,한화,롯데,원정,예정,-,-,-,-,-,-,-,-
2026-06-09,KIA,한화,원정,예정,-,-,-,-,-,-,-,-
2026-06-09,KT,삼성,홈,예정,-,-,-,-,-,-,-,-
2026-06-09,LG,SSG,홈,예정,-,-,-,-,-,-,-,-
2026-06-09,NC,키움,원정,예정,-,-,-,-,-,-,-,-
2026-06-09,SSG,LG,원정,예정,-,-,-,-,-,-,-,-
2026-06-09,두산,롯데,원정,예정,-,-,-,-,-,-,-,-
2026-06-09,롯데,두산,홈,예정,-,-,-,-,-,-,-,-
2026-06-09,삼성,KT,원정,예정,-,-,-,-,-,-,-,-
2026-06-09,키움,NC,홈,예정,-,-,-,-,-,-,-,-
2026-06-09,한화,KIA,홈,예정,-,-,-,-,-,-,-,-
2026-06-10,KIA,한화,원정,예정,-,-,-,-,-,-,-,-
2026-06-10,KT,삼성,홈,예정,-,-,-,-,-,-,-,-
2026-06-10,LG,SSG,홈,예정,-,-,-,-,-,-,-,-
2026-06-10,NC,키움,원정,예정,-,-,-,-,-,-,-,-
2026-06-10,SSG,LG,원정,예정,-,-,-,-,-,-,-,-
2026-06-10,두산,롯데,원정,예정,-,-,-,-,-,-,-,-
2026-06-10,롯데,두산,홈,예정,-,-,-,-,-,-,-,-
2026-06-10,삼성,KT,원정,예정,-,-,-,-,-,-,-,-
2026-06-10,키움,NC,홈,예정,-,-,-,-,-,-,-,-
2026-06-10,한화,KIA,홈,예정,-,-,-,-,-,-,-,-
2026-06-11,KIA,한화,원정,예정,-,-,-,-,-,-,-,-
2026-06-11,KT,삼성,홈,예정,-,-,-,-,-,-,-,-
2026-06-11,LG,SSG,홈,예정,-,-,-,-,-,-,-,-
2026-06-11,NC,키움,원정,예정,-,-,-,-,-,-,-,-
2026-06-11,SSG,LG,원정,예정,-,-,-,-,-,-,-,-
2026-06-11,두산,롯데,원정,예정,-,-,-,-,-,-,-,-
2026-06-11,롯데,두산,홈,예정,-,-,-,-,-,-,-,-
2026-06-11,삼성,KT,원정,예정,-,-,-,-,-,-,-,-
2026-06-11,키움,NC,홈,예정,-,-,-,-,-,-,-,-
2026-06-11,한화,KIA,홈,예정,-,-,-,-,-,-,-,-
2026-06-12,KIA,두산,홈,예정,-,-,-,-,-,-,-,-
2026-06-12,KT,NC,홈,예정,-,-,-,-,-,-,-,-
2026-06-12,LG,롯데,홈,예정,-,-,-,-,-,-,-,-
2026-06-12,NC,KT,원정,예정,-,-,-,-,-,-,-,-
2026-06-12,SSG,삼성,원정,예정,-,-,-,-,-,-,-,-
2026-06-12,두산,KIA,원정,예정,-,-,-,-,-,-,-,-
2026-06-12,롯데,LG,원정,예정,-,-,-,-,-,-,-,-
2026-06-12,삼성,SSG,홈,예정,-,-,-,-,-,-,-,-
2026-06-12,키움,한화,홈,예정,-,-,-,-,-,-,-,-
2026-06-12,한화,키움,원정,예정,-,-,-,-,-,-,-,-
2026-06-13,KIA,두산,홈,예정,-,-,-,-,-,-,-,-
2026-06-13,KT,NC,홈,예정,-,-,-,-,-,-,-,-
2026-06-13,LG,롯데,홈,예정,-,-,-,-,-,-,-,-
2026-06-13,NC,KT,원정,예정,-,-,-,-,-,-,-,-
2026-06-13,SSG,삼성,원정,예정,-,-,-,-,-,-,-,-
2026-06-13,두산,KIA,원정,예정,-,-,-,-,-,-,-,-
2026-06-13,롯데,LG,원정,예정,-,-,-,-,-,-,-,-
2026-06-13,삼성,SSG,홈,예정,-,-,-,-,-,-,-,-
2026-06-13,키움,한화,홈,예정,-,-,-,-,-,-,-,-
2026-06-13,한화,키움,원정,예정,-,-,-,-,-,-,-,-
2026-06-14,KIA,두산,홈,예정,-,-,-,-,-,-,-,-
2026-06-14,KT,NC,홈,예정,-,-,-,-,-,-,-,-
2026-06-14,LG,롯데,홈,예정,-,-,-,-,-,-,-,-
2026-06-14,NC,KT,원정,예정,-,-,-,-,-,-,-,-
2026-06-14,SSG,삼성,원정,예정,-,-,-,-,-,-,-,-
2026-06-14,두산,KIA,원정,예정,-,-,-,-,-,-,-,-
2026-06-14,롯데,LG,원정,예정,-,-,-,-,-,-,-,-
2026-06-14,삼성,SSG,홈,예정,-,-,-,-,-,-,-,-
2026-06-14,키움,한화,홈,예정,-,-,-,-,-,-,-,-
2026-06-14,한화,키움,원정,예정,-,-,-,-,-,-,-,-
2026-06-16,KIA,LG,홈,예정,-,-,-,-,-,-,-,-
2026-06-16,KT,두산,원정,예정,-,-,-,-,-,-,-,-
2026-06-16,LG,KIA,원정,예정,-,-,-,-,-,-,-,-
2026-06-16,NC,한화,홈,예정,-,-,-,-,-,-,-,-
2026-06-16,SSG,롯데,홈,예정,-,-,-,-,-,-,-,-
2026-06-16,두산,KT,홈,예정,-,-,-,-,-,-,-,-
2026-06-16,롯데,SSG,원정,예정,-,-,-,-,-,-,-,-
2026-06-16,삼성,키움,홈,예정,-,-,-,-,-,-,-,-
2026-06-16,키움,삼성,원정,예정,-,-,-,-,-,-,-,-
2026-06-16,한화,NC,원정,예정,-,-,-,-,-,-,-,-
2026-06-17,KIA,LG,홈,예정,-,-,-,-,-,-,-,-
2026-06-17,KT,두산,원정,예정,-,-,-,-,-,-,-,-
2026-06-17,LG,KIA,원정,예정,-,-,-,-,-,-,-,-
2026-06-17,NC,한화,홈,예정,-,-,-,-,-,-,-,-
2026-06-17,SSG,롯데,홈,예정,-,-,-,-,-,-,-,-
2026-06-17,두산,KT,홈,예정,-,-,-,-,-,-,-,-
2026-06-17,롯데,SSG,원정,예정,-,-,-,-,-,-,-,-
2026-06-17,삼성,키움,홈,예정,-,-,-,-,-,-,-,-
2026-06-17,키움,삼성,원정,예정,-,-,-,-,-,-,-,-
2026-06-17,한화,NC,원정,예정,-,-,-,-,-,-,-,-
2026-06-18,KIA,LG,홈,예정,-,-,-,-,-,-,-,-
2026-06-18,KT,두산,원정,예정,-,-,-,-,-,-,-,-
2026-06-18,LG,KIA,원정,예정,-,-,-,-,-,-,-,-
2026-06-18,NC,한화,홈,예정,-,-,-,-,-,-,-,-
2026-06-18,SSG,롯데,홈,예정,-,-,-,-,-,-,-,-
2026-06-18,두산,KT,홈,예정,-,-,-,-,-,-,-,-
2026-06-18,롯데,SSG,원정,예정,-,-,-,-,-,-,-,-
2026-06-18,삼성,키움,홈,예정,-,-,-,-,-,-,-,-
2026-06-18,키움,삼성,원정,예정,-,-,-,-,-,-,-,-
2026-06-18,한화,NC,원정,예정,-,-,-,-,-,-,-,-
2026-06-19,KIA,KT,원정,예정,-,-,-,-,-,-,-,-
2026-06-19,KT,KIA,홈,예정,-,-,-,-,-,-,-,-
2026-06-19,LG,두산,홈,예정,-,-,-,-,-,-,-,-
2026-06-19,NC,SSG,홈,예정,-,-,-,-,-,-,-,-
2026-06-19,SSG,NC,원정,예정,-,-,-,-,-,-,-,-
2026-06-19,두산,LG,원정,예정,-,-,-,-,-,-,-,-
2026-06-19,롯데,키움,원정,예정,-,-,-,-,-,-,-,-
2026-06-19,삼성,한화,원정,예정,-,-,-,-,-,-,-,-
2026-06-19,키움,롯데,홈,예정,-,-,-,-,-,-,-,-
2026-06-19,한화,삼성,홈,예정,-,-,-,-,-,-,-,-
2026-06-20,KIA,KT,원정,예정,-,-,-,-,-,-,-,-
2026-06-20,KT,KIA,홈,예정,-,-,-,-,-,-,-,-
2026-06-20,LG,두산,홈,예정,-,-,-,-,-,-,-,-
2026-06-20,NC,SSG,홈,예정,-,-,-,-,-,-,-,-
2026-06-20,SSG,NC,원정,예정,-,-,-,-,-,-,-,-
2026-06-20,두산,LG,원정,예정,-,-,-,-,-,-,-,-
2026-06-20,롯데,키움,원정,예정,-,-,-,-,-,-,-,-
2026-06-20,삼성,한화,원정,예정,-,-,-,-,-,-,-,-
2026-06-20,키움,롯데,홈,예정,-,-,-,-,-,-,-,-
2026-06-20,한화,삼성,홈,예정,-,-,-,-,-,-,-,-
2026-06-21,KIA,KT,원정,예정,-,-,-,-,-,-,-,-
2026-06-21,KT,KIA,홈,예정,-,-,-,-,-,-,-,-
2026-06-21,LG,두산,홈,예정,-,-,-,-,-,-,-,-
2026-06-21,NC,SSG,홈,예정,-,-,-,-,-,-,-,-
2026-06-21,SSG,NC,원정,예정,-,-,-,-,-,-,-,-
2026-06-21,두산,LG,원정,예정,-,-,-,-,-,-,-,-
2026-06-21,롯데,키움,원정,예정,-,-,-,-,-,-,-,-
2026-06-21,삼성,한화,원정,예정,-,-,-,-,-,-,-,-
2026-06-21,키움,롯데,홈,예정,-,-,-,-,-,-,-,-
2026-06-21,한화,삼성,홈,예정,-,-,-,-,-,-,-,-
2026-06-23,KIA,키움,원정,예정,-,-,-,-,-,-,-,-
2026-06-23,KT,SSG,홈,예정,-,-,-,-,-,-,-,-
2026-06-23,LG,삼성,홈,예정,-,-,-,-,-,-,-,-
2026-06-23,NC,롯데,원정,예정,-,-,-,-,-,-,-,-
2026-06-23,SSG,KT,원정,예정,-,-,-,-,-,-,-,-
2026-06-23,두산,한화,원정,예정,-,-,-,-,-,-,-,-
2026-06-23,롯데,NC,홈,예정,-,-,-,-,-,-,-,-
2026-06-23,삼성,LG,원정,예정,-,-,-,-,-,-,-,-
2026-06-23,키움,KIA,홈,예정,-,-,-,-,-,-,-,-
2026-06-23,한화,두산,홈,예정,-,-,-,-,-,-,-,-
2026-06-24,KIA,키움,원정,예정,-,-,-,-,-,-,-,-
2026-06-24,KT,SSG,홈,예정,-,-,-,-,-,-,-,-
2026-06-24,LG,삼성,홈,예정,-,-,-,-,-,-,-,-
2026-06-24,NC,롯데,원정,예정,-,-,-,-,-,-,-,-
2026-06-24,SSG,KT,원정,예정,-,-,-,-,-,-,-,-
2026-06-24,두산,한화,원정,예정,-,-,-,-,-,-,-,-
2026-06-24,롯데,NC,홈,예정,-,-,-,-,-,-,-,-
2026-06-24,삼성,LG,원정,예정,-,-,-,-,-,-,-,-
2026-06-24,키움,KIA,홈,예정,-,-,-,-,-,-,-,-
2026-06-24,한화,두산,홈,예정,-,-,-,-,-,-,-,-
2026-06-25,KIA,키움,원정,예정,-,-,-,-,-,-,-,-
2026-06-25,KT,SSG,홈,예정,-,-,-,-,-,-,-,-
2026-06-25,LG,삼성,홈,예정,-,-,-,-,-,-,-,-
2026-06-25,NC,롯데,원정,예정,-,-,-,-,-,-,-,-
2026-06-25,SSG,KT,원정,예정,-,-,-,-,-,-,-,-
2026-06-25,두산,한화,원정,예정,-,-,-,-,-,-,-,-
2026-06-25,롯데,NC,홈,예정,-,-,-,-,-,-,-,-
2026-06-25,삼성,LG,원정,예정,-,-,-,-,-,-,-,-
2026-06-25,키움,KIA,홈,예정,-,-,-,-,-,-,-,-
2026-06-25,한화,두산,홈,예정,-,-,-,-,-,-,-,-
2026-06-26,KIA,두산,원정,예정,-,-,-,-,-,-,-,-
2026-06-26,KT,삼성,원정,예정,-,-,-,-,-,-,-,-
2026-06-26,LG,롯데,원정,예정,-,-,-,-,-,-,-,-
2026-06-26,NC,키움,홈,예정,-,-,-,-,-,-,-,-
2026-06-26,SSG,한화,홈,예정,-,-,-,-,-,-,-,-
2026-06-26,두산,KIA,홈,예정,-,-,-,-,-,-,-,-
2026-06-26,롯데,LG,홈,예정,-,-,-,-,-,-,-,-
2026-06-26,삼성,KT,홈,예정,-,-,-,-,-,-,-,-
2026-06-26,키움,NC,원정,예정,-,-,-,-,-,-,-,-
2026-06-26,한화,SSG,원정,예정,-,-,-,-,-,-,-,-
2026-06-27,KIA,두산,원정,예정,-,-,-,-,-,-,-,-
2026-06-27,KT,삼성,원정,예정,-,-,-,-,-,-,-,-
2026-06-27,LG,롯데,원정,예정,-,-,-,-,-,-,-,-
2026-06-27,NC,키움,홈,예정,-,-,-,-,-,-,-,-
2026-06-27,SSG,한화,홈,예정,-,-,-,-,-,-,-,-
2026-06-27,두산,KIA,홈,예정,-,-,-,-,-,-,-,-
2026-06-27,롯데,LG,홈,예정,-,-,-,-,-,-,-,-
2026-06-27,삼성,KT,홈,예정,-,-,-,-,-,-,-,-
2026-06-27,키움,NC,원정,예정,-,-,-,-,-,-,-,-
2026-06-27,한화,SSG,원정,예정,-,-,-,-,-,-,-,-
2026-06-28,KIA,두산,원정,예정,-,-,-,-,-,-,-,-
2026-06-28,KT,삼성,원정,예정,-,-,-,-,-,-,-,-
2026-06-28,LG,롯데,원정,예정,-,-,-,-,-,-,-,-
2026-06-28,NC,키움,홈,예정,-,-,-,-,-,-,-,-
2026-06-28,SSG,한화,홈,예정,-,-,-,-,-,-,-,-
2026-06-28,두산,KIA,홈,예정,-,-,-,-,-,-,-,-
2026-06-28,롯데,LG,홈,예정,-,-,-,-,-,-,-,-
2026-06-28,삼성,KT,홈,예정,-,-,-,-,-,-,-,-
2026-06-28,키움,NC,원정,예정,-,-,-,-,-,-,-,-
2026-06-28,한화,SSG,원정,예정,-,-,-,-,-,-,-,-
2026-06-30,KIA,SSG,홈,예정,-,-,-,-,-,-,-,-
2026-06-30,KT,한화,원정,예정,-,-,-,-,-,-,-,-
2026-06-30,LG,키움,원정,예정,-,-,-,-,-,-,-,-
2026-06-30,NC,삼성,홈,예정,-,-,-,-,-,-,-,-
2026-06-30,SSG,KIA,원정,예정,-,-,-,-,-,-,-,-
2026-06-30,두산,롯데,홈,예정,-,-,-,-,-,-,-,-
2026-06-30,롯데,두산,원정,예정,-,-,-,-,-,-,-,-
2026-06-30,삼성,NC,원정,예정,-,-,-,-,-,-,-,-
2026-06-30,키움,LG,홈,예정,-,-,-,-,-,-,-,-
2026-06-30,한화,KT,홈,예정,-,-,-,-,-,-,-,-
